survey	config	block	run	date	max_step	train_psnr	train_fg	peak_fg	peak_fg_step	eval_psnr	eval_fg	gauss
04_13D_Jackal	lio_row6F	block_001_L095	splat_runs_BASE/citrus_b001_L095/high/2026-08-03_195510	2026-08-03	760	14.58				13.98		42684.00
04_13D_Jackal	lio_row6F	block_001_L095	splat_runs_BASE/citrus_b001_L095/high/2026-08-03_195642	2026-08-03	15001	21.03				8.05		1151715.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_BASE/base_L095_sky/high/2026-08-04_080303	2026-08-04	15001	18.81	21.36	22.48	13950	7.45	8.22	774780.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_BASE/base_L095_sky_depth/high/2026-08-04_092615	2026-08-04	15001	16.09	17.81	21.58	14210	7.89	8.87	612230.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_BASE/base_L095_sky_zbuf/high/2026-08-04_174806	2026-08-04	15001	11.25	11.83	18.54	13680	8.27	9.43	657802.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_BASE/base_L095_sky_zbuf/high/2026-08-04_191419	2026-08-04	15001	17.34	19.62	22.58	14360	7.08	7.78	567123.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_BASELINE/baseline_plus_high/high/2026-08-05_121128	2026-08-05	0							
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_BASELINE/baseline_plus_high/high/2026-08-05_121703	2026-08-05	15001	16.52	19.35	21.65	14360	7.66	8.49	954870.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_FEATFIX/high_w03/high/2026-08-05_174824	2026-08-05	15001	17.13	20.31	21.34	14210	7.58	8.42	934904.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_FEATFIX/high_warmup6k/high/2026-08-05_162322	2026-08-05	15001	14.27	18.15	22.51	14660	8.05	9.01	657452.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_FEATFIX/stage2_censusinit_fw2/high/2026-08-07_113721	2026-08-07	20001	16.28	16.99	22.93	16490	9.29	10.84	656772.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_FEATFIX/stage2_censusinit_v1k/high/2026-08-07_094802	2026-08-07	20001	16.28	16.99	22.93	16490	9.29	10.84	656772.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_FEATFIX/stage2_frozen/high/2026-08-05_154423	2026-08-05	20001	16.28	16.99	22.93	16490	9.29	10.84	656772.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_FEATFIX/stage2_frozen_v2/high/2026-08-05_194610	2026-08-05	20001	16.88	19.70	24.83	19810	8.21	8.81	656772.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_FEATFIX/stage2_frozen_v3/high/2026-08-05_210220	2026-08-05	20001	16.28	16.99	22.93	16490	9.29	10.84	656772.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_FEATFIX/stage2_fruitchild/high/2026-08-06_130757	2026-08-06	20001	16.28	16.99	22.93	16490	9.29	10.84	656772.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_FEATFIX/stage2_fruitchild_v1k/high/2026-08-06_191110	2026-08-06	20001	16.28	16.99	22.93	16490	9.29	10.84	656772.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_REGRESSION/probe_20260812_2011/high/2026-08-12_201155	2026-08-12	999	9.54	9.60	18.99	590	10.74	15.09	247045.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_REGRESSION/probe_20260812_2018/high/2026-08-12_201907	2026-08-12	2000	9.38	12.28	18.99	590	10.36	12.94	476200.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_REGRESSION/probe_20260812_2047/high/2026-08-12_204722	2026-08-12	2000	9.58	12.62	19.00	590	10.82	13.35	477012.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_TREELOD/treelod_bg00/high/2026-08-05_055203	2026-08-05	15001	18.46	20.76	21.90	14070	7.95	8.92	656772.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_TREELOD/treelod_bg01/high/2026-08-05_043749	2026-08-05	15001	18.10	20.93	22.35	14940	7.43	8.19	746714.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_TREELOD/treelod_bg03/high/2026-08-04_204657	2026-08-04	999	10.97	10.96	18.85	590	10.89	15.46	264365.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_TREELOD/treelod_bg03/high/2026-08-04_205125	2026-08-04	999	11.07	11.05	18.85	590	10.89	15.46	266063.00
04_13D_Jackal	lio_row6F	block_001_L095_sky	splat_runs_TREELOD/treelod_bg03/high/2026-08-05_032322	2026-08-05	15001	18.66	21.14	22.42	13950	7.12	7.81	784707.00
04_13D_Jackal	lio_row6F	block_001_L124	splat_runs_BASE/citrus_b001_L124/high/2026-08-03_211004	2026-08-03	15001	19.86				10.56		1279880.00
04_13D_Jackal	lio_row6F	block_002	splat_runs_F/F_block_002/high/2026-07-24_163708	2026-07-24	20000	17.95				11.48		1403235.00
04_13D_Jackal	lio_row6F	block_002	splat_runs_S6/fruit_s6_b002/high/2026-08-02_130541	2026-08-02	20001	14.80	17.16	24.31	19840	9.73	12.14	843380.00
04_13D_Jackal	lio_row6F	block_002	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_000942	2026-08-06	15001	15.49	17.28	24.44	12550	12.48	16.31	940764.00
04_13D_Jackal	lio_row6F	block_003	splat_runs_F/F_block_003/high/2026-07-24_175351	2026-07-24	20000	19.90				19.71		1565715.00
04_13D_Jackal	lio_row6F	block_003	splat_runs_FEATFIX/stage2_bootstrap/high/2026-08-07_143222	2026-08-07	1							
04_13D_Jackal	lio_row6F	block_003	splat_runs_FEATFIX/stage2_censusinit_fw2/high/2026-08-07_144006	2026-08-07	20001	17.80	18.10	24.31	15270	9.38	10.88	783858.00
04_13D_Jackal	lio_row6F	block_003	splat_runs_FEATFIX/stage2_censusinit_fw2_m60/high/2026-08-08_200413	2026-08-08	20001	17.80	18.10	24.31	15270	9.38	10.88	783858.00
04_13D_Jackal	lio_row6F	block_003	splat_runs_S6/fruit_s6_b003/high/2026-08-02_152733	2026-08-02	20001	14.24	17.30	24.47	15860	7.75	9.89	675742.00
04_13D_Jackal	lio_row6F	block_003	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_012359	2026-08-06	15001	17.68	19.99	23.35	14110	8.29	9.49	783858.00
04_13D_Jackal	lio_row6F	block_004	splat_runs_F/F_block_004/high/2026-07-24_191119	2026-07-24	6547	19.98				16.58		1181296.00
04_13D_Jackal	lio_row6F	block_004	splat_runs_S6/fruit_s6_b004/high/2026-08-02_175028	2026-08-02	5540	13.73	16.57	24.33	4700	9.80	14.30	803553.00
04_13D_Jackal	lio_row6F	block_004	splat_runs_S7/fruit_s7_b004/high/2026-08-02_213428	2026-08-02	20001	14.37	18.97	27.10	17390	10.54	12.15	631966.00
04_13D_Jackal	lio_row6F	block_004	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_023853	2026-08-06	15001	16.01	22.52	25.39	12060	10.19	11.70	850796.00
04_13D_Jackal	lio_row6F	block_005	splat_runs_S7/fruit_s7_b005/high/2026-08-02_235910	2026-08-03	20001	16.34				9.57		780582.00
04_13D_Jackal	lio_row6F	block_005	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_035310	2026-08-06	15001	18.87				9.21		1159246.00
05_13D_Jackal	lio_arc_size15.0_ov0.10_kf20cm	block_000	splat_runs_high_full_v16_unified/high_full_v16_unified/high/2026-08-13_162932	2026-08-13	999	11.96	18.16	22.96	530	12.46	16.46	659452.00
05_13D_Jackal	lio_arc_size15.0_ov0.10_kf20cm	block_000	splat_runs_high_full_v16_unified/high_full_v16_unified/high/2026-08-13_165014	2026-08-13	999	11.58	18.60	22.80	530	12.45	16.42	993462.00
05_13D_Jackal	lio_row	block_000	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_050728	2026-08-06	10228	16.28				17.55		287323.00
05_13D_Jackal	lio_row	block_000	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_064231	2026-08-06	15001	13.76				12.70		297943.00
05_13D_Jackal	lio_row	block_001	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_052003	2026-08-06	499	12.99						50000.00
05_13D_Jackal	lio_row	block_001	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_075420	2026-08-06	15001	20.90				10.13		468891.00
05_13D_Jackal	lio_row	block_002	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_052154	2026-08-06	499	11.85						50000.00
05_13D_Jackal	lio_row	block_002	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_090607	2026-08-06	15001	15.36				12.52		386156.00
05_13D_Jackal	lio_row	block_003	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_052343	2026-08-06	499	14.82						50000.00
05_13D_Jackal	lio_row	block_003	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_101744	2026-08-06	7593	13.50				9.30		373838.00
05_13D_Jackal	lio_row	block_003	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_072333	2026-08-07	15001	21.79				12.38		454969.00
05_13D_Jackal	lio_row	block_004	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_052529	2026-08-06	499	10.73						50000.00
05_13D_Jackal	lio_row	block_004	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_083537	2026-08-07	14191	24.80				15.04		362487.00
05_13D_Jackal	lio_row	block_004	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_152215	2026-08-07	15001	14.37				11.77		373318.00
05_13D_Jackal	lio_row	block_005	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_052717	2026-08-06	499	14.12						622978.00
05_13D_Jackal	lio_row	block_005	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_163415	2026-08-07	15001	24.80				8.57		1723086.00
05_13D_Jackal	lio_row	block_005_L100	splat_runs_BASE/citrus05_b005_L100/high/2026-08-04_053947	2026-08-04	14599	21.43				12.64		1465534.00
05_13D_Jackal	lio_row	block_005_L100	splat_runs_BASE/citrus05_b005_L100/high/2026-08-04_070223	2026-08-04	12997	21.53				11.08		1478337.00
05_13D_Jackal	lio_row	block_006	splat_runs_STAGE1/stage1_bg00/high/2026-08-06_052936	2026-08-06	499	10.71						50000.00
05_13D_Jackal	lio_row	block_006	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_174923	2026-08-07	15001	19.97				13.08		474830.00
05_13D_Jackal	lio_row	block_007	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_190113	2026-08-07	15001	12.95				15.20		403000.00
05_13D_Jackal	lio_row	block_008	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_201301	2026-08-07	7744	18.21				13.36		404574.00
05_13D_Jackal	lio_row	block_008	splat_runs_STAGE1/stage1_bg00/high/2026-08-08_204402	2026-08-08	15001	16.31				13.08		441749.00
05_13D_Jackal	lio_row	block_009	splat_runs_STAGE1/stage1_bg00/high/2026-08-08_215552	2026-08-08	15001	15.01				13.44		319217.00
05_13D_Jackal	lio_row	block_010	splat_runs_STAGE1/stage1_bg00/high/2026-08-08_230737	2026-08-09	15001	12.00				14.01		404178.00
05_13D_Jackal	lio_row	block_011	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_001921	2026-08-09	15001	18.69				11.83		345628.00
05_13D_Jackal	lio_row	block_012	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_013104	2026-08-09	15001	13.82				13.23		396579.00
05_13D_Jackal	lio_row	block_013	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_024252	2026-08-09	15001	14.68				16.02		415667.00
05_13D_Jackal	lio_row	block_014	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_035437	2026-08-09	499	17.34						50000.00
05_13D_Jackal	lio_row	block_014	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_081513	2026-08-09	499	17.35						50000.00
05_13D_Jackal	lio_row	block_014	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_164924	2026-08-09	499	17.35						50000.00
05_13D_Jackal	lio_row100	block_000	splat_runs_STAGE1/stage1_bg00/high/2026-08-13_181011	2026-08-13	1999	12.52	15.07	19.24	1410	10.06	12.23	505771.00
05_13D_Jackal	lio_row100	block_000	splat_runs_STAGE1/stage1_bg00/high/2026-08-13_184619	2026-08-13	6665	12.61	18.79	21.12	6240	10.99	13.88	877646.00
klapmuts	lio_row	block_000	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_203900	2026-08-07	3499	15.68				15.30		201900.00
klapmuts	lio_row	block_000	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_211824	2026-08-07	15001	17.54				13.71		298694.00
klapmuts	lio_row	block_001	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_204354	2026-08-07	999	15.81				17.28		58120.00
klapmuts	lio_row	block_001	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_223017	2026-08-07	15001	18.15				15.99		320375.00
klapmuts	lio_row	block_002	splat_runs_STAGE1/stage1_bg00/high/2026-08-07_234236	2026-08-08	15001	13.23				13.55		366793.00
klapmuts	lio_row	block_003	splat_runs_STAGE1/stage1_bg00/high/2026-08-08_005440	2026-08-08	15001	14.09				11.75		244765.00
klapmuts	lio_row	block_004	splat_runs_P1/pilot_004/high/2026-07-31_080402	2026-07-31	20000	18.18				9.92		741692.00
klapmuts	lio_row	block_004	splat_runs_STAGE1/stage1_bg00/high/2026-08-08_020637	2026-08-08	15001	16.48	19.85	20.41	14270	10.26	14.16	553557.00
klapmuts	lio_row	block_004	splat_runs_SW/sw_35k/high/2026-08-01_150606	2026-08-01	32441	12.35				8.65		597244.00
klapmuts	lio_row	block_004	splat_runs_SW/sw_base/high/2026-08-01_062307	2026-08-01	20000	11.21				7.89		585163.00
klapmuts	lio_row	block_004	splat_runs_SW/sw_nodepth/high/2026-08-01_104030	2026-08-01	20000	9.42				8.03		957537.00
klapmuts	lio_row	block_004	splat_runs_SW/sw_nosky/high/2026-08-01_083143	2026-08-01	20000	13.76				12.55		557273.00
klapmuts	lio_row	block_004_L050	splat_runs_BASE/klap_b004_L050/high/2026-08-04_042552	2026-08-04	15001	19.71				16.42		429613.00
klapmuts	lio_row	block_004_L075	splat_runs_BASE/klap_b004_L075/high/2026-08-04_031413	2026-08-04	15001	19.59				13.07		484436.00
klapmuts	lio_row	block_004_L097	splat_runs_SW/sw_L097/high/2026-08-01_125144	2026-08-01	20000	15.91				8.31		458719.00
klapmuts	lio_row	block_004_L100	splat_runs_BASE/klap_b004_L100/high/2026-08-04_004930	2026-08-04	15001	20.36				16.85		491743.00
klapmuts	lio_row	block_004_L195	splat_runs_BASE/klap_b004_L195/high/2026-08-04_020111	2026-08-04	15001	19.53				14.87		896431.00
klapmuts	lio_row	block_005	splat_runs_STAGE1/stage1_bg00/high/2026-08-08_031929	2026-08-08	15001	15.02				12.87		285720.00
klapmuts	lio_row	block_006	splat_runs_STAGE1/stage1_bg00/high/2026-08-08_043127	2026-08-08	15001	15.18				15.92		252005.00
klapmuts	lio_row	block_007	splat_runs_STAGE1/stage1_bg00/high/2026-08-08_054322	2026-08-08	15001	16.56				12.08		383106.00
klapmuts	lio_row	block_008	splat_runs_STAGE1/stage1_bg00/high/2026-08-08_065539	2026-08-08	15001	15.72				12.51		341037.00
klapmuts	lio_row	block_009	splat_runs_STAGE1/stage1_bg00/high/2026-08-08_080744	2026-08-08	7466	13.64				14.22		242207.00
